SIST_CRIA;NIV_TERR;COD_TERR;NOM_TERR;CL_GAL;NOM_CL_GAL;E_CRIA_GAL;E_TEM_GAL;E_GAL_VEND;E_OVOS_PROD;E_OVOS_VEND;E_SUBS;E_COMERC;E_RECEBE_ORI;E_ORI_GOV;E_ORI_PROPRIA;E_ORI_COOP;E_ORI_EMP_INT;E_ORI_EMP_PRIV;E_ORI_ONG;E_ORI_SIST_S;E_ORI_OUTRA;E_GAL_ENG;E_GAL_GALOS;E_GAL_POED;E_GAL_MATR;E_ASSOC_COOP;E_FINANC;E_FINANC_COOP;E_FINANC_INTEG;E_DAP;E_AGRIFAM;E_N_AGRIFAM;E_PRODUTOR;E_COOPERATIVA;E_SA_LDTA;E_CNPJ;GAL_TOTAL;GAL_ENG;GAL_GALOS;GAL_POED;GAL_MATR;GAL_VEND;V_GAL_VEND;Q_DZ_PROD;Q_DZ_VEND;V_Q_DZ_PROD;V_Q_DZ_VEND;A_TOTAL;A_PAST_PLANT;A_LAV_PERM;A_LAV_TEMP;A_APPRL;VTP_AGRO;RECT_AGRO;N_TRAB_TOTAL;N_TRAB_LACOS
1-SIST_POC;UF;21;Maranhao;5;De 1.001 a 5.000;1;1;1;1;1;;1;1;1;;;;;;;;1;;1;;;1;;;1;1;;1;;;;X;X;;X;;X;X;X;X;X;X;X;;X;X;;X;X;X;X
1-SIST_POC;UF;21;Maranhao;8;De 50.001 a 100.000;1;1;1;1;1;;1;1;;1;;;;;;;1;;1;;;;;;;;1;1;;;1;X;X;;X;;X;X;X;X;X;X;X;X;;;X;X;X;X;X
1-SIST_POC;UF;21;Maranhao;10;Total;8.424;8.407;5.463;8.424;8.424;4.071;4.353;516;275;150;26;9;6;2;17;56;82;62;77;;67;1.106;18;;1.864;7.089;1.335;6.076;;1;13;551.239;42.205;1.005;48.100;;225.342;5.366.996;2.399.995;1.791.641;12.919.964;8.139.557;428.995;132.942;11.791;16.117;87.057;158.662.843;115.308.601;30.366;22.520
1-SIST_POC;UF;22;Piaui;0;Sem galinaceos em 30.09.2017;85;;67;85;85;54;31;8;3;3;1;1;;;2;;;;;;;13;;;42;65;20;55;;;;;;;;;3.471;68.404;X;X;X;X;1.535;78;40;130;436;628.729;432.832;252;217
1-SIST_POC;UF;22;Piaui;1;De 1 a 100;23.155;23.155;11.414;23.155;23.155;18.128;5.027;896;515;197;60;5;10;32;38;90;;;;;197;4.494;63;;13.869;19.493;3.662;12.809;1;1;45;790.432;;;;;220.179;5.051.352;2.562.561;1.254.499;16.386.570;8.034.278;594.384;34.212;8.973;48.400;73.480;161.996.582;91.977.827;67.495;56.046
1-SIST_POC;UF;22;Piaui;2;De 101 a 200;781;781;586;781;781;508;273;105;49;43;3;1;1;1;1;9;;;;;12;191;2;;447;608;173;454;;;3;117.604;;;;;59.587;1.360.673;237.841;144.029;1.575.101;953.173;54.828;6.186;975;4.327;6.952;26.087.251;18.874.420;2.706;1.922
1-SIST_POC;UF;22;Piaui;3;De 201 a 500;79;79;56;79;79;23;56;17;5;12;;;;;;;75;67;69;;1;16;;;40;54;25;54;;1;1;25.285;17.913;753;6.619;;18.480;354.932;56.291;48.142;321.715;266.751;6.224;618;71;167;814;3.017.506;2.559.776;269;171
1-SIST_POC;UF;22;Piaui;4;De 501 a 1.000;6;6;5;6;6;3;3;;;;;;;;;;5;4;6;;;2;;;2;5;1;4;;;;X;2.813;X;X;;5.370;150.700;17.334;15.278;100.781;83.494;230;17;;11;23;X;X;X;13
1-SIST_POC;UF;22;Piaui;5;De 1.001 a 5.000;14;14;7;14;14;;14;8;;5;;1;1;;;1;6;5;14;;1;4;;;6;8;6;9;;1;4;43.502;8.672;21;34.809;;32.460;661.200;517.976;516.238;2.040.311;2.024.245;494;44;14;74;193;3.775.270;3.337.685;60;27
1-SIST_POC;UF;22;Piaui;6;De 5.001 a 10.000;7;7;4;7;7;;7;4;1;2;;;;;;1;2;;7;;;1;;;2;1;6;6;;;;56.980;X;;52.480;;41.000;236.000;699.100;686.850;3.794.940;3.672.440;X;25;2;7;19;4.126.794;3.991.640;35;10
1-SIST_POC;UF;22;Piaui;7;De 10.001 a 50.000;4;4;3;4;4;;4;3;1;2;1;;;;;;2;1;4;;2;;;;;;4;3;;1;1;119.100;X;X;67.050;;211.000;2.463.000;1.379.300;1.379.100;4.858.850;4.858.450;1.266;155;5;16;156;7.484.166;7.478.446;40;7
1-SIST_POC;UF;22;Piaui;8;De 50.001 a 100.000;1;1;1;1;1;;1;1;;1;;;;;;;;;1;;1;1;;;;;1;;;;1;X;;;X;;X;X;X;X;X;X;X;;;;;X;X;X;X
1-SIST_POC;UF;22;Piaui;9;De 100.001 e mais;3;3;2;3;3;;3;3;;3;;;1;;;;1;;3;;1;2;;;;;3;;;1;2;794.720;X;;771.000;;X;X;9.168.987;9.168.987;32.702.773;32.702.773;685;28;;4;160;33.097.587;33.093.212;146;X
1-SIST_POC;UF;22;Piaui;10;Total;24.135;24.050;12.145;24.135;24.135;18.716;5.419;1.045;574;268;65;8;13;33;41;101;91;77;104;;215;4.724;65;;14.408;20.234;3.901;13.394;1;5;57;2.021.859;109.653;807;1.003.363;;625.547;10.657.761;15.952.030;14.521.867;66.001.839;56.793.148;659.811;41.363;10.080;53.136;82.233;244.933.129;166.440.332;71.070;58.422
1-SIST_POC;UF;23;Ceara;0;Sem galinaceos em 30.09.2017;265;;252;265;265;161;104;35;30;4;;;;;;1;;;;;2;54;1;;139;188;77;204;;;;;;;;;11.187;232.266;104.212;84.511;559.494;447.693;2.315;106;111;340;45;2.107.530;1.576.941;623;508
1-SIST_POC;UF;23;Ceara;1;De 1 a 100;42.475;42.475;18.212;42.475;42.475;31.695;10.780;5.884;5.184;409;146;7;13;127;25;147;;;;;393;7.284;110;1;24.983;33.403;9.072;29.921;1;6;40;1.483.992;;;;;419.671;9.073.940;8.528.404;4.863.534;52.969.968;30.292.155;710.924;21.047;22.023;70.959;66.716;406.792.618;252.211.665;110.091;91.239
1-SIST_POC;UF;23;Ceara;2;De 101 a 200;1.182;1.182;766;1.182;1.182;651;531;301;235;65;7;;1;2;2;8;;;;;31;295;5;;729;894;288;856;1;2;9;177.689;;;;;74.576;1.620.330;927.336;651.050;5.824.869;4.090.538;43.465;1.966;1.662;3.727;3.901;40.184.247;27.402.181;3.686;2.576
1-SIST_POC;UF;23;Ceara;3;De 201 a 500;215;215;154;215;215;90;125;75;49;25;;;1;2;2;2;191;172;202;;5;59;3;;115;170;45;164;;;3;68.455;37.613;3.368;27.474;;69.315;1.289.172;282.733;228.211;1.698.695;1.347.432;11.371;486;409;658;720;10.510.027;8.247.486;734;485
1-SIST_POC;UF;23;Ceara;4;De 501 a 1.000;34;34;27;34;34;12;22;8;4;4;;;;;;1;28;17;27;;1;9;;;19;25;9;27;;1;1;25.237;X;X;9.461;;57.904;673.620;115.540;96.331;733.682;597.735;1.797;49;48;42;782;2.693.556;2.180.817;144;83
1-SIST_POC;UF;23;Ceara;5;De 1.001 a 5.000;28;28;18;28;28;5;23;14;4;8;;;1;;;2;18;15;27;;2;10;;;10;14;14;20;;3;6;77.610;25.917;4.257;47.436;;166.210;2.631.900;558.116;457.537;2.819.260;2.216.599;2.878;42;40;90;508;6.348.928;5.397.383;137;53
1-SIST_POC;UF;23;Ceara;6;De 5.001 a 10.000;5;5;3;5;5;2;3;2;;1;;1;;;;;2;;5;;1;;;;1;3;2;4;;;1;42.508;X;;25.610;;19.838;297.570;441.975;441.673;3.110.775;3.108.963;60;;3;1;20;3.428.174;3.420.833;23;11
1-SIST_POC;UF;23;Ceara;7;De 10.001 a 50.000;19;19;15;19;19;;19;16;1;13;;;2;;;2;7;1;18;;1;4;;;2;;19;7;;10;11;476.960;125.798;X;351.142;;1.696.321;15.315.260;14.804.613;14.590.369;51.199.135;50.273.409;428;89;21;30;39;67.241.854;66.231.099;254;14
1-SIST_POC;UF;23;Ceara;8;De 50.001 a 100.000;7;7;4;7;7;;7;7;1;4;1;1;;;;1;3;;7;;;;;;1;;7;2;;4;5;578.537;211.000;;367.537;;1.745.437;12.982.830;10.377.683;5.916.890;33.311.269;19.928.890;1.172;;30;;50;46.569.299;33.186.920;141;3
1-SIST_POC;UF;23;Ceara;9;De 100.001 e mais;16;16;12;16;16;;16;13;;11;;;;;;2;6;;15;;;2;;;;;16;4;;12;12;5.946.943;1.234.544;;4.712.399;;6.027.929;58.555.662;97.825.295;95.032.042;343.128.858;333.812.892;3.005;;127;;1.457;401.915.607;392.576.441;1.196;5
1-SIST_POC;UF;23;Ceara;10;Total;44.246;43.981;19.463;44.246;44.246;32.616;11.630;6.355;5.508;544;154;9;18;131;29;166;255;205;301;;436;7.717;119;1;25.999;34.697;9.549;31.209;2;38;88;8.877.931;1.667.006;8.185;5.541.059;;10.288.388;102.672.550;133.965.907;122.362.148;495.356.005;446.116.306;777.415;23.785;24.475;75.848;74.237;987.791.839;792.431.767;117.029;94.977
1-SIST_POC;UF;24;Rio Grande do Norte;0;Sem galinaceos em 30.09.2017;56;;53;56;56;38;18;22;7;4;;;;;3;8;;;;;3;13;;;41;38;18;43;;;;;;;;;X;X;24.000;18.656;152.541;120.765;851;6;31;149;37;664.328;526.159;160;143
1-SIST_POC;UF;24;Rio Grande do Norte;1;De 1 a 100;5.127;5.127;2.497;5.127;5.127;3.163;1.964;1.004;536;327;60;1;3;9;45;67;;;;;132;1.194;6;;3.390;4.317;810;3.758;1;;9;214.814;;;;;81.884;1.871.435;1.591.081;1.063.381;10.545.616;7.100.566;190.271;3.856;2.538;14.394;14.295;102.851.123;80.441.567;15.187;12.141
1-SIST_POC;UF;24;Rio Grande do Norte;2;De 101 a 200;368;368;264;368;368;149;219;126;55;57;5;5;2;1;10;3;;;;;14;77;1;;212;270;98;254;1;;1;56.808;;;;;32.596;745.855;705.290;643.142;2.249.015;1.827.456;28.614;938;403;1.605;1.479;19.530.478;16.009.485;1.816;988
1-SIST_POC;UF;24;Rio Grande do Norte;3;De 201 a 500;65;65;53;65;65;17;48;20;8;8;1;;;;5;;54;52;62;;1;18;;;44;50;15;51;;;2;20.304;9.178;1.192;9.934;;16.301;362.474;325.748;291.105;1.870.272;1.782.738;3.923;27;59;303;42;5.505.131;5.017.574;320;200
1-SIST_POC;UF;24;Rio Grande do Norte;4;De 501 a 1.000;13;13;11;13;13;1;12;8;3;2;;1;2;;1;1;10;6;12;;1;4;;;9;11;2;11;;;1;10.100;X;X;4.920;;13.720;195.700;147.657;130.608;1.078.421;955.859;255;14;22;8;38;1.523.529;1.382.986;51;34
1-SIST_POC;UF;24;Rio Grande do Norte;5;De 1.001 a 5.000;11;11;7;11;11;1;10;7;1;3;;;;1;3;;9;6;11;;;3;;;3;8;3;8;;1;1;16.205;6.077;1.008;9.120;;6.500;139.500;214.631;213.631;1.061.358;1.057.878;562;4;8;32;24;1.836.063;1.722.672;40;28
1-SIST_POC;UF;24;Rio Grande do Norte;6;De 5.001 a 10.000;3;3;2;3;3;1;2;3;;3;;;;;;;;;3;;;;;;2;2;1;1;;;;26.000;;;26.000;;X;X;140.416;140.416;612.328;612.328;169;;15;;;740.447;740.078;20;10
1-SIST_POC;UF;24;Rio Grande do Norte;7;De 10.001 a 50.000;16;16;12;16;16;;16;14;1;12;;1;;;;1;3;1;16;;;4;;;1;;16;7;;5;9;424.354;20.976;X;403.354;;93.924;439.938;7.509.498;7.509.498;25.143.807;25.143.807;645;35;62;1;72;25.811.211;25.787.718;209;21
1-SIST_POC;UF;24;Rio Grande do Norte;8;De 50.001 a 100.000;4;4;4;4;4;;4;3;;2;;;1;;;;2;;4;;;2;;;;;4;2;;2;3;240.600;X;;224.600;;75.000;265.500;4.535.453;4.535.453;13.650.094;13.650.094;261;61;;;4;14.045.594;14.045.594;83;2
1-SIST_POC;UF;24;Rio Grande do Norte;9;De 100.001 e mais;3;3;3;3;3;;3;3;;1;;;;;;2;;;3;;;1;;;;;3;;;3;3;545.194;;;545.194;;136.000;561.000;11.715.000;11.320.000;47.232.000;45.912.000;271;;;;191;48.268.200;46.946.880;225;
1-SIST_POC;UF;24;Rio Grande do Norte;10;Total;5.666;5.610;2.906;5.666;5.666;3.370;2.296;1.210;611;419;66;8;8;11;67;82;78;65;111;;151;1.316;7;;3.702;4.696;970;4.135;2;11;29;1.554.379;57.166;2.469;1.223.122;;465.830;4.729.467;26.908.774;25.865.890;103.595.452;98.163.491;225.821;4.942;3.137;16.492;16.182;220.776.105;192.620.713;18.111;13.567
1-SIST_POC;UF;25;Paraiba;0;Sem galinaceos em 30.09.2017;104;;93;104;104;66;38;25;19;2;3;1;;1;;1;;;;;3;24;3;;60;73;31;62;1;;2;;;;;;X;X;X;X;X;X;898;35;28;116;73;X;X;279;236
1-SIST_POC;UF;25;Paraiba;1;De 1 a 100;12.682;12.682;5.686;12.682;12.682;8.922;3.760;2.950;2.302;554;134;24;5;60;10;90;;;;;243;2.918;43;7;7.047;10.116;2.566;8.254;1;;12;443.091;;;;;175.632;3.562.535;2.102.503;1.197.964;14.314.020;8.231.917;245.391;10.187;2.035;22.751;22.339;148.593.329;101.502.496;34.142;28.951
1-SIST_POC;UF;25;Paraiba;2;De 101 a 200;467;467;303;467;467;235;232;130;95;28;9;1;;3;;3;;;;;24;138;;;289;363;104;330;;;1;72.439;;;;;54.000;1.285.742;497.004;435.435;3.105.489;2.693.065;15.314;976;142;1.094;969;15.521.253;12.412.123;1.378;1.056
1-SIST_POC;UF;25;Paraiba;3;De 201 a 500;93;93;63;93;93;35;58;32;21;11;2;;1;;3;;75;62;77;;11;19;1;;55;68;25;64;;;1;31.079;17.330;1.008;12.741;;23.169;432.720;165.235;153.014;924.362;856.328;3.506;84;43;291;428;3.619.832;3.112.617;310;225
1-SIST_POC;UF;25;Paraiba;4;De 501 a 1.000;19;19;13;19;19;5;14;8;5;4;;;;;;;15;6;18;;3;7;;;13;15;4;13;;;;X;8.113;63;X;;16.370;346.750;178.612;175.894;808.951;793.289;1.531;17;6;21;241;2.305.518;2.088.786;63;45
1-SIST_POC;UF;25;Paraiba;5;De 1.001 a 5.000;35;35;25;35;35;4;31;22;9;11;4;1;;;1;;19;9;33;;8;8;;1;15;22;13;23;;;5;92.175;24.279;835;67.061;;82.980;780.400;1.016.103;1.010.691;5.804.722;5.792.362;1.391;60;19;89;90;7.336.690;7.089.766;194;76
1-SIST_POC;UF;25;Paraiba;6;De 5.001 a 10.000;7;7;4;7;7;1;6;6;3;2;;;;1;;1;4;1;7;;2;2;;;2;2;5;4;;;1;44.254;11.700;X;32.550;;22.300;325.900;416.778;416.771;1.652.133;1.652.074;641;X;2;41;116;2.043.119;2.026.574;X;12
1-SIST_POC;UF;25;Paraiba;7;De 10.001 a 50.000;6;6;4;6;6;;6;5;1;4;;;;;;;1;;6;;;1;;;1;1;5;4;;1;2;148.620;X;;138.420;;59.000;370.000;2.612.226;2.612.226;12.007.105;12.007.105;X;;0;120;47;12.636.505;12.631.830;83;11
1-SIST_POC;UF;25;Paraiba;8;De 50.001 a 100.000;4;4;4;4;4;1;3;2;1;2;;;;;;;1;1;4;;;2;;;1;;4;3;;1;2;345.240;X;X;322.240;;107.000;1.388.000;6.810.000;6.570.000;22.188.000;21.228.000;595;;5;5;30;23.657.582;22.688.072;157;4
1-SIST_POC;UF;25;Paraiba;9;De 100.001 e mais;1;1;1;1;1;;1;1;;1;;1;;;;;;;1;;;;;;;;1;;;1;1;X;;;X;;X;X;X;X;X;X;X;X;;;;X;X;X;
1-SIST_POC;UF;25;Paraiba;10;Total;13.418;13.314;6.196;13.418;13.418;9.269;4.149;3.181;2.456;619;152;28;6;65;14;95;115;79;146;;294;3.119;47;8;7.483;10.660;2.758;8.757;2;3;27;1.592.158;86.622;9.910;980.096;;694.819;9.184.402;19.898.464;18.424.264;79.765.954;71.431.444;269.878;11.430;2.280;24.529;24.332;235.984.820;182.915.700;36.767;30.616
1-SIST_POC;UF;26;Pernambuco;0;Sem galinaceos em 30.09.2017;85;;73;85;85;47;38;12;10;1;;;;1;;2;;;;;1;14;1;;35;70;15;54;;1;1;;;;;;95.277;1.376.529;1.265.210;1.260.800;11.871.572;11.849.078;1.522;21;14;83;136;14.246.731;14.034.270;219;184
1-SIST_POC;UF;26;Pernambuco;1;De 1 a 100;13.425;13.425;5.621;13.425;13.425;8.961;4.464;1.073;597;182;134;8;10;125;7;95;;;;;150;2.282;32;2;6.821;11.505;1.920;8.498;;1;24;400.213;;;;;138.093;2.876.198;2.400.464;1.601.237;13.975.270;9.465.578;209.460;14.046;3.029;24.310;30.473;162.330.280;118.607.043;38.476;32.359
1-SIST_POC;UF;26;Pernambuco;2;De 101 a 200;293;293;194;293;293;147;146;51;27;16;3;3;;2;;4;;;;;4;57;;;115;233;60;206;;;1;44.715;;;;;30.653;584.147;226.169;177.874;1.358.690;1.004.736;6.396;697;358;1.033;717;9.844.058;7.746.847;1.111;719
1-SIST_POC;UF;26;Pernambuco;3;De 201 a 500;61;61;44;61;61;22;39;14;3;8;;;;1;;2;49;32;51;;2;9;;;25;44;17;46;;;1;20.406;10.683;767;8.956;;20.965;315.470;116.166;106.457;563.209;519.254;1.344;40;32;90;231;2.438.533;2.233.537;215;124
1-SIST_POC;UF;26;Pernambuco;4;De 501 a 1.000;24;24;14;24;24;4;20;8;2;4;2;;;;;;9;6;24;;;4;;;8;22;2;18;;;1;19.263;3.841;363;15.059;;22.540;184.600;262.143;247.371;1.186.421;1.125.863;449;16;2;22;44;1.875.426;1.758.127;85;56
1-SIST_POC;UF;26;Pernambuco;5;De 1.001 a 5.000;34;34;12;34;34;7;27;14;1;9;1;1;;;;2;7;4;33;;;4;;;6;26;8;25;;;3;89.310;9.957;981;78.372;;58.250;313.020;1.873.066;1.762.081;7.591.320;7.225.636;656;12;14;63;14;9.446.623;9.044.868;129;68
1-SIST_POC;UF;26;Pernambuco;6;De 5.001 a 10.000;17;17;7;17;17;1;16;6;;3;;2;;;;1;6;3;16;;;2;;;4;8;9;15;;;;140.595;41.500;2.506;96.589;;123.880;144.600;2.117.976;2.117.351;7.707.428;7.704.925;535;7;6;41;5;8.320.832;8.253.155;72;36
1-SIST_POC;UF;26;Pernambuco;7;De 10.001 a 50.000;33;33;19;33;33;1;32;20;1;13;1;4;2;;;1;11;4;32;;1;6;;;8;12;21;25;;2;8;839.215;182.452;5.023;651.740;;596.500;1.917.450;16.201.583;16.144.199;67.955.941;67.630.429;1.708;198;3;30;100;71.200.607;70.798.976;365;70
1-SIST_POC;UF;26;Pernambuco;8;De 50.001 a 100.000;12;12;10;12;12;;12;8;;7;;;1;;;;5;2;12;;;2;;;1;;12;7;;3;5;887.610;149.126;X;724.370;;322.300;1.051.500;13.754.391;13.754.391;41.812.880;41.812.880;501;1;8;7;90;43.041.605;43.037.296;304;21
1-SIST_POC;UF;26;Pernambuco;9;De 100.001 e mais;18;18;17;18;18;;18;17;;14;;;2;;;2;10;1;18;;2;3;;;1;1;17;11;;6;6;8.438.630;1.439.027;X;6.969.603;;3.326.478;22.497.480;152.968.120;150.327.271;523.667.402;513.923.762;3.077;279;;52;453;552.432.882;542.575.842;1.967;34
1-SIST_POC;UF;26;Pernambuco;10;Total;14.002;13.917;6.011;14.002;14.002;9.190;4.812;1.223;641;257;141;18;15;129;7;109;97;52;186;;160;2.383;33;2;7.024;11.921;2.081;8.905;;13;50;10.879.957;1.836.586;53.754;8.544.689;;4.734.936;31.260.994;191.185.288;187.499.032;677.690.132;662.262.139;225.648;15.317;3.466;25.730;32.263;875.177.575;818.089.960;42.943;33.671
1-SIST_POC;UF;27;Alagoas;0;Sem galinaceos em 30.09.2017;17;;15;17;17;9;8;5;5;;;;;;;;;;;;;4;;;4;14;3;14;;;;;;;;;1.424;12.632;2.514;1.798;12.345;8.830;99;4;X;26;X;207.119;173.058;49;41
1-SIST_POC;UF;27;Alagoas;1;De 1 a 100;1.732;1.732;806;1.732;1.732;1.089;643;130;75;24;19;2;2;3;;11;;;;;61;290;6;;722;1.485;247;1.214;;;3;58.350;;;;;25.399;528.447;259.067;166.489;1.415.858;921.400;17.285;602;243;2.410;1.227;16.956.293;12.709.847;5.567;4.398
1-SIST_POC;UF;27;Alagoas;2;De 101 a 200;70;70;58;70;70;19;51;11;6;1;5;;;;;1;;;;;8;15;;;29;57;13;48;;;;10.712;;;;;9.264;204.150;272.998;264.152;1.483.352;1.423.165;1.520;43;82;107;199;2.965.257;2.728.945;228;167
1-SIST_POC;UF;27;Alagoas;3;De 201 a 500;27;27;23;27;27;9;18;13;5;4;5;;;;;;24;14;27;;9;7;;;17;25;2;21;;;;8.339;X;X;3.722;;7.735;144.380;192.898;186.717;1.610.265;1.570.338;519;5;18;92;54;2.549.901;2.344.273;135;82
1-SIST_POC;UF;27;Alagoas;4;De 501 a 1.000;2;2;2;2;2;;2;;;;;;;;;;2;2;2;;;;;;1;1;1;2;;;;X;X;X;X;;X;X;X;X;X;X;X;;X;X;X;X;X;X;X
1-SIST_POC;UF;27;Alagoas;5;De 1.001 a 5.000;1;1;;1;1;;1;1;;1;;;;;;;;;1;;;;;;;;1;1;;;;X;;;X;;;;X;X;X;X;X;;;X;;X;X;X;X
1-SIST_POC;UF;27;Alagoas;8;De 50.001 a 100.000;2;2;1;2;2;;2;2;;2;;;;;;;;;2;;;;;;;;2;;;2;2;X;;;X;;X;X;X;X;X;X;X;;;;;X;X;X;
1-SIST_POC;UF;27;Alagoas;10;Total;1.851;1.834;905;1.851;1.851;1.126;725;162;91;32;29;2;2;3;;12;26;16;32;;78;316;6;;773;1.582;269;1.300;;2;5;227.204;5.103;464;152.575;;58.862;946.609;16.369.410;16.260.489;57.653.394;57.051.708;19.451;655;348;2.642;1.489;75.890.502;71.161.696;6.078;4.694
1-SIST_POC;UF;28;Sergipe;0;Sem galinaceos em 30.09.2017;82;;79;82;82;13;69;5;4;;1;;;;;;;;;;1;12;1;;32;53;29;65;;;;;;;;;X;X;X;X;X;X;340;53;8;116;14;X;X;174;154
1-SIST_POC;UF;28;Sergipe;1;De 1 a 100;8.363;8.363;3.821;8.363;8.363;566;7.797;814;631;132;24;6;2;1;5;34;;;;;110;1.402;24;12;4.228;7.027;1.336;6.040;;1;3;269.005;;;;;119.325;2.893.063;1.890.114;1.373.250;10.924.523;7.908.753;87.911;14.486;2.311;19.297;8.086;135.711.818;106.075.915;21.862;18.853
1-SIST_POC;UF;28;Sergipe;2;De 101 a 200;245;245;169;245;245;10;235;35;26;6;;;;;1;3;;;;;6;38;1;;99;184;61;184;;;1;38.219;;;;;36.627;882.143;188.355;160.973;1.145.412;977.221;6.702;1.066;193;810;880;10.098.110;8.633.097;803;540
1-SIST_POC;UF;28;Sergipe;3;De 201 a 500;52;52;44;52;52;3;49;8;4;3;;;;;;1;41;28;43;;4;8;;;19;42;10;42;;;;16.435;9.929;367;6.139;;15.383;314.825;91.127;65.275;533.415;369.212;635;427;34;61;32;1.595.150;1.287.854;124;109
1-SIST_POC;UF;28;Sergipe;4;De 501 a 1.000;11;11;5;11;11;;11;2;;1;;1;;;;;7;6;10;;;;;;4;8;3;8;;;2;X;X;X;X;;5.740;122.940;143.852;143.262;437.484;434.734;X;X;X;X;2;767.115;736.269;X;19
1-SIST_POC;UF;28;Sergipe;5;De 1.001 a 5.000;18;18;11;18;18;1;17;6;;4;1;;;;;1;8;1;17;;2;6;;;8;12;6;15;;1;1;48.100;16.085;X;31.915;;44.300;378.980;438.770;438.570;1.616.220;1.615.220;307;117;3;48;49;3.307.847;3.007.676;72;43
1-SIST_POC;UF;28;Sergipe;6;De 5.001 a 10.000;2;2;1;2;2;1;1;;;;;;;;;;1;;1;;;;;;;1;1;2;;;;X;X;;X;;X;X;X;X;X;X;X;X;X;X;;X;X;X;X
1-SIST_POC;UF;28;Sergipe;7;De 10.001 a 50.000;5;5;3;5;5;;5;4;1;2;;;1;;;1;3;;5;;;1;;;;1;4;5;;;1;115.718;34.000;;81.718;;154.168;706.209;1.483.192;1.483.192;4.360.774;4.360.774;527;85;87;106;125;5.539.583;5.260.383;39;7
1-SIST_POC;UF;28;Sergipe;9;De 100.001 e mais;3;3;3;3;3;;3;2;;2;;;;;;;;;3;;;1;;;;;3;3;;;;684.798;;;684.798;;190.610;644.773;10.143.167;10.143.167;30.985.268;30.985.268;138;45;;;55;31.630.041;31.630.041;245;X
1-SIST_POC;UF;28;Sergipe;10;Total;8.781;8.699;4.136;8.781;8.781;594;8.187;876;666;150;26;7;3;1;6;40;60;35;79;;123;1.468;26;12;4.390;7.328;1.453;6.364;;2;8;1.196.978;73.923;723;815.108;;619.544;6.043.892;14.452.254;13.876.084;50.303.083;46.922.350;96.714;16.306;2.638;20.468;9.242;189.545.287;157.437.530;23.354;19.731
1-SIST_POC;UF;29;Bahia;0;Sem galinaceos em 30.09.2017;636;;567;636;636;286;350;76;43;8;15;;1;8;;10;;;;;15;105;3;;293;486;150;451;;;;;;;;;25.027;497.452;95.715;69.405;519.962;378.431;7.960;828;299;855;2.107;6.750.432;5.898.941;1.519;1.295
1-SIST_POC;UF;29;Bahia;1;De 1 a 100;94.631;94.631;45.286;94.631;94.631;48.427;46.204;8.090;4.546;1.103;1.460;107;64;834;89;531;;;;;1.702;14.999;589;12;47.357;78.429;16.202;58.927;4;8;77;2.891.718;;;;;955.647;19.528.832;13.144.210;8.041.119;76.071.829;46.773.495;1.744.784;295.314;37.524;143.690;173.638;828.250.626;581.489.402;261.896;226.441
1-SIST_POC;UF;29;Bahia;2;De 101 a 200;1.995;1.995;1.484;1.995;1.995;646;1.349;299;102;116;51;6;4;17;6;23;;;;;96;386;22;;853;1.485;510;1.345;7;3;21;301.351;;;;;174.117;3.585.657;1.036.267;771.464;6.282.335;4.703.927;80.229;17.384;1.580;5.766;17.848;62.940.129;53.391.551;6.543;4.673
1-SIST_POC;UF;29;Bahia;3;De 201 a 500;282;282;219;282;282;70;212;67;22;30;8;3;1;3;1;8;233;179;242;;17;59;4;;114;197;85;192;;;9;90.312;48.475;3.578;38.259;;119.222;4.002.274;432.412;389.167;2.630.849;2.376.526;16.554;2.772;425;1.132;3.426;15.174.856;13.664.093;1.171;639
1-SIST_POC;UF;29;Bahia;4;De 501 a 1.000;40;40;24;40;40;4;36;11;3;6;2;1;;;;1;24;19;37;;4;7;;;17;25;15;32;;1;1;32.285;11.649;1.274;19.362;;28.415;542.640;221.445;211.270;1.172.159;1.119.151;4.249;457;66;79;234;3.189.055;2.843.977;183;91
1-SIST_POC;UF;29;Bahia;5;De 1.001 a 5.000;31;31;21;31;31;1;30;11;3;6;2;1;1;;;;18;12;30;;3;9;;;11;24;7;21;;;1;61.168;20.849;2.162;38.157;;69.400;978.800;596.872;571.009;2.898.237;2.737.828;1.861;359;19;102;116;4.875.106;4.570.689;132;73
1-SIST_POC;UF;29;Bahia;6;De 5.001 a 10.000;3;3;3;3;3;;3;2;;2;;;;;;;;;3;;;;;;1;1;2;2;;;1;26.000;;;26.000;;17.500;80.500;1.520.250;1.520.000;5.078.100;5.077.200;2.070;10;4;2;246;5.730.000;5.722.300;84;8
1-SIST_POC;UF;29;Bahia;7;De 10.001 a 50.000;8;8;7;8;8;;8;6;2;4;1;;;1;;;4;2;6;;1;2;1;;3;2;6;7;;;2;226.300;92.000;X;133.970;;216.900;2.052.000;2.454.911;2.352.708;10.335.641;9.725.320;334;70;36;17;;12.757.791;12.061.920;77;12
1-SIST_POC;UF;29;Bahia;8;De 50.001 a 100.000;5;5;3;5;5;;5;4;;3;;;;;;1;1;;4;;;1;;;;1;4;4;;1;2;330.000;X;;270.000;;90.040;150.800;3.508.515;3.508.510;13.447.860;13.447.825;138;36;3;10;5;13.764.024;13.729.877;86;6
