SIST_CRIA;NIV_TERR;COD_TERR;NOM_TERR;CL_GAL;NOM_CL_GAL;E_CRIA_GAL;E_TEM_GAL;E_GAL_VEND;E_OVOS_PROD;E_OVOS_VEND;E_SUBS;E_COMERC;E_RECEBE_ORI;E_ORI_GOV;E_ORI_PROPRIA;E_ORI_COOP;E_ORI_EMP_INT;E_ORI_EMP_PRIV;E_ORI_ONG;E_ORI_SIST_S;E_ORI_OUTRA;E_GAL_ENG;E_GAL_GALOS;E_GAL_POED;E_GAL_MATR;E_ASSOC_COOP;E_FINANC;E_FINANC_COOP;E_FINANC_INTEG;E_DAP;E_AGRIFAM;E_N_AGRIFAM;E_PRODUTOR;E_COOPERATIVA;E_SA_LDTA;E_CNPJ;GAL_TOTAL;GAL_ENG;GAL_GALOS;GAL_POED;GAL_MATR;GAL_VEND;V_GAL_VEND;Q_DZ_PROD;Q_DZ_VEND;V_Q_DZ_PROD;V_Q_DZ_VEND;A_TOTAL;A_PAST_PLANT;A_LAV_PERM;A_LAV_TEMP;A_APPRL;VTP_AGRO;RECT_AGRO;N_TRAB_TOTAL;N_TRAB_LACOS
4-Outro;UF;13;Amazonas;1;De 1 a 100;27.927;27.927;4.487;17.284;;11.423;16.504;2.829;2.394;312;59;6;9;51;4;131;;;;;936;1.605;51;1;2.911;24.494;3.433;17.658;;12;41;767.270;;;;;95.987;1.861.276;1.504.206;;10.994.768;;1.508.980;323.524;32.995;47.850;556.300;588.864.474;283.661.723;123.611;103.423
4-Outro;UF;13;Amazonas;2;De 101 a 200;565;565;216;412;;150;415;127;101;26;;;;3;;4;;;;;35;49;2;;108;401;164;363;;;4;87.191;;;;;20.641;447.689;157.324;;1.024.144;;75.984;21.430;1.518;1.133;30.971;27.042.164;18.765.843;3.040;2.263
4-Outro;UF;13;Amazonas;3;De 201 a 500;68;68;35;50;5;11;57;21;11;9;;1;;;;;63;47;45;9;3;9;;;13;43;25;50;;;;22.564;15.071;1.261;6.198;X;12.285;243.620;32.580;X;150.816;X;11.538;1.746;72;63;8.415;4.028.981;2.990.006;303;220
4-Outro;UF;13;Amazonas;4;De 501 a 1.000;10;10;4;4;1;;10;4;4;;;;;;;;8;3;4;1;;;;;2;6;4;8;;;;8.000;X;X;2.391;X;2.620;56.600;X;X;X;X;493;39;11;3;X;224.824;201.791;28;22
4-Outro;UF;13;Amazonas;5;De 1.001 a 5.000;7;7;;1;;;7;3;2;1;;;;;;;5;1;4;;3;1;;;1;3;4;5;;;;17.458;8.848;X;8.600;;;;X;;X;;952;;198;10;634;X;X;31;16
4-Outro;UF;13;Amazonas;6;De 5.001 a 10.000;2;2;;;;;2;2;1;1;;;;;;;1;;1;;;1;;;;;2;2;;;;X;X;;X;;;;;;;;X;;;;X;;;X;X
4-Outro;UF;13;Amazonas;7;De 10.001 a 50.000;1;1;;;;;1;1;;1;;;;;;;;;1;;;1;;;;1;;1;;;;X;;;X;;;;;;;;X;;;;;X;X;X;X
4-Outro;UF;13;Amazonas;10;Total;28.686;28.580;4.792;17.857;6;11.628;17.058;2.998;2.522;352;59;7;9;54;4;135;77;51;55;10;982;1.668;53;1;3.050;25.042;3.644;18.162;;12;45;925.603;35.199;1.595;34.309;39;134.846;2.670.555;1.720.871;620;12.351.486;4.172;1.602.005;347.176;34.955;49.205;597.773;622.880.185;307.025.827;127.458;106.293
4-Outro;UF;14;Roraima;0;Sem galinaceos em 30.09.2017;30;;26;30;;23;7;1;1;;;;;;;;;;;;;2;;;2;23;7;16;;;;;;;;;1.281;32.930;4.510;;43.440;;1.368;176;11;23;837;365.331;174.918;83;76
4-Outro;UF;14;Roraima;1;De 1 a 100;9.465;9.465;1.729;7.116;;5.740;3.725;1.229;903;272;20;7;10;5;49;45;;;;;264;746;7;;1.593;7.442;2.023;5.817;;1;12;356.388;;;;;47.123;1.177.988;884.573;;7.990.574;;1.337.563;209.076;15.997;28.795;565.001;338.352.293;272.804.208;36.939;32.134
4-Outro;UF;14;Roraima;2;De 101 a 200;501;501;219;448;;238;263;91;55;39;;;4;;4;5;;;;;16;45;;;108;328;173;312;1;;3;76.863;;;;;16.074;400.701;165.584;;1.545.656;;169.350;26.990;776;1.511;71.784;32.717.473;26.446.169;2.276;1.665
4-Outro;UF;14;Roraima;3;De 201 a 500;49;49;28;39;;22;27;9;5;4;;;;;1;;48;41;39;2;4;5;;;11;32;17;29;;;1;15.923;11.367;1.008;3.538;X;6.335;150.800;25.105;;223.345;;40.113;3.804;131;618;8.484;21.635.483;20.556.031;326;135
4-Outro;UF;14;Roraima;4;De 501 a 1.000;7;7;5;6;;5;2;2;1;1;;;;;;;7;3;3;;;2;;;1;5;2;3;;;;4.926;4.341;95;490;;1.310;27.050;1.575;;12.950;;2.381;99;9;9;695;299.957;272.766;26;21
4-Outro;UF;14;Roraima;10;Total;10.052;10.022;2.007;7.639;;6.028;4.024;1.332;965;316;20;7;14;5;54;50;55;44;42;2;284;800;7;;1.715;7.830;2.222;6.177;1;1;16;454.100;15.708;1.103;4.028;X;72.123;1.789.469;1.081.347;;9.815.966;;1.550.775;240.144;16.923;30.956;646.801;393.370.537;320.254.092;39.650;34.031
4-Outro;UF;15;Para;0;Sem galinaceos em 30.09.2017;215;;98;215;;76;139;17;12;1;2;;;1;;2;;;;;4;12;1;;25;181;34;131;;;1;;;;;;6.318;187.061;24.240;;186.281;;12.162;6.192;233;209;2.982;4.783.646;3.278.067;736;644
4-Outro;UF;15;Para;1;De 1 a 100;121.411;121.411;13.616;67.569;;37.093;84.318;7.253;4.008;2.063;467;315;122;101;27;457;;;;;2.179;9.021;196;27;14.037;103.452;17.959;85.109;2;17;104;4.122.715;;;;;311.078;8.261.097;7.685.716;;60.900.583;;12.347.270;5.445.274;258.624;283.027;3.613.206;4.894.707.278;3.879.180.606;437.963;367.996
4-Outro;UF;15;Para;2;De 101 a 200;3.408;3.408;1.016;2.479;;696;2.712;447;176;216;23;27;12;4;;31;;;;;115;370;11;2;521;2.352;1.056;2.424;1;5;15;509.145;;;;;67.904;1.877.139;875.467;;6.953.648;;1.205.679;601.176;12.312;19.718;389.705;492.909.047;427.777.141;16.527;10.994
4-Outro;UF;15;Para;3;De 201 a 500;370;370;161;277;;77;293;82;31;33;8;9;5;1;3;2;355;327;308;;23;42;3;1;48;245;125;251;;;2;114.681;77.534;6.087;31.060;;30.975;750.245;140.778;;1.129.551;;200.759;88.150;2.292;4.302;79.176;101.352.195;91.464.762;4.898;3.903
4-Outro;UF;15;Para;4;De 501 a 1.000;23;23;11;17;;4;19;3;1;1;;;2;;;;22;17;14;;;1;;;2;18;5;13;;;;X;X;1.156;4.924;;4.740;105.400;158.660;;1.495.704;;4.596;1.461;68;153;212;6.412.542;3.793.406;462;405
4-Outro;UF;15;Para;5;De 1.001 a 5.000;11;11;4;7;;1;10;2;1;1;;1;1;;;;10;7;9;;1;1;;;;6;5;7;1;;1;23.640;14.732;678;8.230;;4.700;118.000;28.083;;144.654;;4.726;1.590;56;526;2.360;3.959.879;1.972.030;590;62
4-Outro;UF;15;Para;7;De 10.001 a 50.000;4;4;;;;;4;3;2;;;2;;;;;4;;;;;;;;;3;1;4;;;;91.000;91.000;;;;;;;;;;X;;12;;X;;;X;X
4-Outro;UF;15;Para;8;De 50.001 a 100.000;1;1;;;;;1;;;;;;;;;;1;;;;;;;;;;1;1;;;;X;X;;;;;;;;;;X;;;;X;;;X;X
4-Outro;UF;15;Para;10;Total;125.443;125.228;14.906;70.564;;37.947;87.496;7.807;4.231;2.315;500;354;142;107;30;492;392;351;331;;2.322;9.447;211;30;14.633;106.257;19.186;87.940;4;22;123;4.947.741;263.746;7.921;44.214;;425.715;11.298.942;8.912.944;;70.810.421;;13.775.230;6.143.843;273.597;307.935;4.087.653;5.504.124.587;4.407.466.011;461.194;384.014
4-Outro;UF;16;Amapa;0;Sem galinaceos em 30.09.2017;12;;7;12;;5;7;3;3;;;;;;;;;;;;2;2;1;;2;11;1;11;;;;;;;;;X;X;X;;X;;390;;25;X;X;X;X;55;53
4-Outro;UF;16;Amapa;1;De 1 a 100;2.524;2.524;509;1.544;;1.029;1.495;382;337;39;4;;1;;12;7;;;;;132;125;2;;584;2.019;505;1.921;;3;12;83.392;;;;;19.221;504.830;160.492;;1.012.732;;397.899;20.043;6.595;8.203;209.923;90.799.308;52.568.882;9.672;8.263
4-Outro;UF;16;Amapa;2;De 101 a 200;138;138;64;108;;47;91;37;33;5;3;;;;;1;;;;;12;9;;;39;100;38;94;;1;3;21.037;;;;;10.120;186.565;27.926;;177.778;;186.290;2.263;736;432;99.115;17.145.658;14.229.600;700;466
4-Outro;UF;16;Amapa;3;De 201 a 500;10;10;9;7;1;3;7;4;2;1;1;;;;;1;10;8;7;4;4;;;;4;6;4;8;;;;2.889;X;X;220;15;2.605;64.880;5.140;X;32.010;X;1.030;2;35;33;285;716.060;563.373;27;20
4-Outro;UF;16;Amapa;4;De 501 a 1.000;2;2;2;2;;1;1;;;;;;;;;;1;;1;;;;;;2;2;;2;;;;X;X;;X;;X;X;X;;X;;X;;X;X;X;X;X;X;X
4-Outro;UF;16;Amapa;5;De 1.001 a 5.000;1;1;;;;;1;;;;;;;;;;;1;1;;;;;;;;1;1;;;1;X;;X;X;;;;;;;;X;;X;;;;;X;X
4-Outro;UF;16;Amapa;10;Total;2.687;2.675;591;1.673;1;1.085;1.602;426;375;45;8;;1;;12;9;11;9;9;4;150;136;3;;631;2.138;549;2.037;;4;16;112.918;3.066;288;5.120;15;33.758;795.265;196.491;X;1.238.831;X;585.645;22.308;7.396;8.688;309.451;109.213.295;67.726.515;10.469;8.808
4-Outro;UF;17;Tocantins;0;Sem galinaceos em 30.09.2017;73;;38;73;;32;41;11;8;2;;;;;1;1;;;;;;7;;;17;55;18;46;;;;;;;;;3.539;86.210;X;;X;;15.923;3.010;51;73;7.145;2.325.513;1.836.097;194;158
4-Outro;UF;17;Tocantins;1;De 1 a 100;34.562;34.562;5.407;24.918;;15.456;19.106;4.166;2.341;1.517;66;87;90;3;133;191;;;;;479;4.429;57;15;7.317;24.285;10.277;25.355;1;37;87;1.447.068;;;;;142.432;4.323.632;4.532.414;;36.892.400;;7.446.853;2.769.420;47.451;351.764;1.949.232;2.396.148.725;2.155.866.655;110.084;83.497
4-Outro;UF;17;Tocantins;2;De 101 a 200;1.423;1.423;475;1.115;;557;866;321;139;155;7;12;7;1;12;13;;;;;40;219;3;1;299;853;570;1.059;;1;5;214.995;;;;;40.540;1.187.835;416.845;;3.441.328;;606.204;230.260;1.723;41.102;151.364;284.382.036;254.171.559;5.525;3.512
4-Outro;UF;17;Tocantins;3;De 201 a 500;92;92;45;73;4;34;58;30;11;17;;1;2;1;;;92;77;62;8;1;17;;;25;59;33;59;;2;2;28.088;22.654;1.292;4.112;30;15.997;313.515;59.002;721;524.467;6.755;104.874;25.737;1.144;3.533;37.135;31.425.317;29.821.707;532;275
4-Outro;UF;17;Tocantins;4;De 501 a 1.000;8;8;5;6;;6;2;2;;2;;;;;;;7;5;5;;;1;;;1;5;3;7;;;1;6.150;4.495;X;1.570;;X;X;18.254;;174.628;;3.866;1.272;151;160;1.759;1.365.169;865.950;272;21
4-Outro;UF;17;Tocantins;5;De 1.001 a 5.000;6;6;1;5;;2;4;1;1;;;;;;;;6;4;3;;;1;;;2;2;4;1;;;;11.930;10.509;401;X;;X;X;14.550;;104.730;;7.123;61;X;11;607;514.355;218.300;46;42
4-Outro;UF;17;Tocantins;7;De 10.001 a 50.000;2;2;;;;;2;;;;;;;;;;2;;;;1;1;;;2;1;1;2;;;;X;X;;;;;;;;;;X;X;;X;X;X;X;X;X
4-Outro;UF;17;Tocantins;8;De 50.001 a 100.000;2;2;;1;;;2;2;1;;;;1;;;;2;1;1;;;1;;;1;;2;1;;1;1;X;X;X;X;;;;X;;X;;X;X;X;X;X;X;X;X;X
4-Outro;UF;17;Tocantins;10;Total;36.168;36.095;5.971;26.191;4;16.087;20.081;4.533;2.501;1.693;73;100;100;5;146;205;109;87;71;8;521;4.676;60;16;7.664;25.260;10.908;26.530;1;41;96;1.968.231;239.658;29.778;36.702;30;207.454;6.019.642;5.350.570;721;43.323.989;6.755;8.187.050;3.029.884;50.544;396.657;2.147.773;2.718.473.716;2.442.975.068;116.912;87.508
4-Outro;UF;21;Maranhao;0;Sem galinaceos em 30.09.2017;137;;71;137;;84;53;5;3;;;;;;1;1;;;;;;13;;;31;108;29;89;;;;;;;;;3.660;80.432;7.602;;62.559;;2.952;1.385;12;132;441;1.564.458;1.156.476;388;310
4-Outro;UF;21;Maranhao;1;De 1 a 100;114.960;114.960;17.753;67.397;;76.116;38.844;3.945;1.961;1.255;154;116;61;70;87;389;;;;;645;11.402;252;16;19.393;99.439;15.521;84.422;1;21;110;3.763.993;;;;;387.719;9.201.261;3.784.373;;29.770.909;;5.180.749;1.849.107;35.521;349.428;1.042.056;2.011.605.581;1.496.958.111;379.127;299.156
4-Outro;UF;21;Maranhao;2;De 101 a 200;2.446;2.446;961;1.794;;1.207;1.239;281;97;143;5;15;10;3;8;16;;;;;34;394;5;2;527;1.780;666;1.801;1;5;13;370.878;;;;;70.186;1.661.445;385.697;;3.206.972;;420.129;146.951;1.448;65.536;88.618;337.127.480;306.266.878;10.959;6.785
4-Outro;UF;21;Maranhao;3;De 201 a 500;158;158;84;129;7;71;87;31;9;14;;;1;2;1;5;158;128;116;18;3;28;;;34;114;44;119;;;5;47.962;38.665;2.530;6.711;X;22.020;554.333;42.934;X;329.898;X;34.900;7.593;92;7.323;9.208;30.604.238;27.931.099;791;481
4-Outro;UF;21;Maranhao;4;De 501 a 1.000;19;19;10;15;1;2;17;7;3;5;;1;;;1;;19;11;12;2;;5;;;2;14;5;14;;;1;13.044;10.761;X;2.154;X;7.820;184.300;31.257;X;245.250;X;4.069;X;3;2.201;887;9.691.972;9.365.410;570;541
4-Outro;UF;21;Maranhao;5;De 1.001 a 5.000;3;3;3;3;;;3;1;1;;;;;;;;3;1;3;;;;;;;;3;3;;;;6.000;3.700;X;2.100;;2.526;54.468;4.000;;34.600;;467;;;X;X;X;X;12;4
4-Outro;UF;21;Maranhao;7;De 10.001 a 50.000;2;2;;;;;2;2;;;;2;1;;;;2;;;;;;;;;2;;1;;;;X;X;;;;;;;;;;X;X;;X;X;X;X;X;X
4-Outro;UF;21;Maranhao;8;De 50.001 a 100.000;1;1;;;;;1;1;;1;;;;;;;1;;;;;;;;;1;;1;;;;X;X;;;;;;;;;;X;;;;;;;X;X
4-Outro;UF;21;Maranhao;10;Total;117.726;117.589;18.882;69.475;8;77.480;40.246;4.273;2.074;1.418;159;134;73;75;98;411;183;140;131;20;682;11.842;257;18;19.987;101.458;16.268;86.450;2;26;129;4.354.877;206.126;2.853;10.965;62;493.931;11.736.239;4.255.863;30.352;33.650.187;242.390;5.643.485;2.005.543;37.077;424.625;1.141.621;2.390.703.704;1.841.749.609;391.857;307.286
4-Outro;UF;22;Piaui;0;Sem galinaceos em 30.09.2017;456;;344;456;;400;56;12;9;;3;;;;;3;;;;;4;66;2;;234;339;117;292;;;;;;;;;8.260;158.046;18.483;;115.649;;8.519;311;111;1.356;880;1.713.270;1.016.190;1.121;961
4-Outro;UF;22;Piaui;1;De 1 a 100;149.921;149.921;26.109;137.790;;130.679;19.242;3.875;2.059;1.104;263;32;36;41;123;401;;;;;901;21.429;304;3;75.291;122.341;27.580;93.541;2;10;162;3.663.431;;;;;441.674;9.571.138;8.138.672;;50.838.409;;4.318.783;224.341;53.503;360.640;546.945;856.455.585;475.076.771;422.610;359.592
4-Outro;UF;22;Piaui;2;De 101 a 200;1.298;1.298;571;1.211;;938;360;155;49;71;10;1;3;3;4;19;;;;;20;250;3;4;605;907;391;857;;4;10;195.972;;;;;77.404;1.435.363;239.994;;1.596.107;;211.372;22.192;1.760;22.509;43.115;98.714.972;83.543.733;5.050;3.138
4-Outro;UF;22;Piaui;3;De 201 a 500;128;128;85;117;9;74;54;23;11;13;;1;;;1;;125;98;88;21;3;25;1;1;55;81;47;83;;1;3;39.545;31.586;1.589;6.290;X;84.791;1.193.924;35.210;1.691;256.481;11.054;31.514;3.153;78;6.651;10.467;34.337.721;33.028.951;561;266
4-Outro;UF;22;Piaui;4;De 501 a 1.000;15;15;11;12;;6;9;3;1;2;;;;;;;14;12;11;2;1;3;;;5;9;6;13;;;;10.770;8.325;1.034;1.404;X;7.600;143.450;4.407;;25.562;;358;142;11;33;91;448.692;388.370;51;34
4-Outro;UF;22;Piaui;5;De 1.001 a 5.000;9;9;8;8;;2;7;5;2;2;;;;;;1;8;4;8;;1;2;;;7;6;3;7;;;;17.450;11.379;X;5.763;;14.400;182.600;2.751;;19.536;;270;X;X;22;X;230.329;X;29;17
4-Outro;UF;22;Piaui;6;De 5.001 a 10.000;1;1;1;1;;;1;1;1;;;;;;;;1;1;1;;;;;;;;1;1;;;;X;X;X;X;;X;X;X;;X;;X;X;;;X;X;X;X;X
4-Outro;UF;22;Piaui;7;De 10.001 a 50.000;1;1;;1;;;1;1;;;;;;;;1;1;;1;;;1;;;1;;1;1;;;;X;X;;X;;;;X;;X;;X;;X;;;X;;X;X
4-Outro;UF;22;Piaui;8;De 50.001 a 100.000;2;2;;;;;2;2;;2;;;;;;;2;;;;1;;;;;;2;1;;1;1;X;X;;;;;;;;;;X;;;;;;;X;X
4-Outro;UF;22;Piaui;9;De 100.001 e mais;3;3;1;2;;;3;3;;1;2;;;;;;3;;2;;2;2;;;;;3;1;1;1;1;501.424;367.435;;X;;X;X;X;;X;;626;12;;2;567;27.345.212;5.250.000;162;2
4-Outro;UF;22;Piaui;10;Total;151.834;151.378;27.130;139.598;9;132.099;19.735;4.080;2.132;1.195;278;34;39;44;128;425;154;115;111;23;933;21.778;310;8;76.198;123.683;28.151;94.797;3;17;177;4.576.692;551.795;2.936;162.471;87;1.306.129;18.582.521;12.181.398;1.691;77.150.887;11.054;4.571.513;250.156;55.469;391.212;602.087;1.022.109.087;599.150.714;429.636;364.014
4-Outro;UF;23;Ceara;0;Sem galinaceos em 30.09.2017;901;;737;901;;709;192;87;84;1;1;;;1;;1;;;;;6;141;1;;499;624;277;643;;;1;;;;;;18.780;X;66.622;;402.205;;6.229;147;291;880;452;6.076.554;3.718.758;1.969;1.756
4-Outro;UF;23;Ceara;1;De 1 a 100;186.889;186.889;24.342;162.272;;159.741;27.148;20.627;18.298;1.446;432;49;53;287;96;495;;;;;1.518;24.662;433;8;103.354;147.077;39.812;133.674;1;26;135;4.221.164;;;;;437.584;9.055.751;14.835.185;;91.229.079;;3.089.140;82.025;111.057;295.815;292.613;1.280.129.290;663.311.938;471.832;409.598
4-Outro;UF;23;Ceara;2;De 101 a 200;1.021;1.021;357;927;;682;339;196;152;36;4;1;2;3;1;7;;;;;24;210;3;;562;713;308;755;;1;4;150.155;;;;;36.213;733.833;342.629;;2.114.750;;60.720;3.130;3.586;7.011;5.268;38.474.879;26.073.094;3.661;2.501
4-Outro;UF;23;Ceara;3;De 201 a 500;115;115;63;100;3;56;59;33;20;12;;;1;;;2;113;88;83;5;2;25;;;59;80;35;85;;;4;37.007;28.735;2.165;6.087;20;X;367.485;68.310;442;442.931;2.952;5.998;299;139;439;691;3.591.095;2.544.535;363;247
4-Outro;UF;23;Ceara;4;De 501 a 1.000;25;25;14;19;;7;18;12;7;4;2;1;;;;1;25;16;18;;3;12;;;19;18;7;18;;;;18.585;15.803;420;2.362;;33.753;551.571;4.471;;31.374;;725;150;12;83;101;2.256.710;1.329.864;81;53
4-Outro;UF;23;Ceara;5;De 1.001 a 5.000;13;13;7;8;;3;10;4;1;2;;;;;;1;13;6;6;;;5;1;;6;8;5;11;;;1;31.710;30.686;X;X;;578.620;11.197.900;149.867;;753.801;;401;69;7;X;39;13.707.195;12.689.267;62;33
4-Outro;UF;23;Ceara;6;De 5.001 a 10.000;1;1;;;;;1;1;;1;;;;;;;1;;;;;;;;;;1;;;1;1;X;X;;;;;;;;;;X;X;;X;;X;X;X;
4-Outro;UF;23;Ceara;7;De 10.001 a 50.000;3;3;2;2;;;3;1;1;;;;;;;;3;;;;;2;;;2;2;1;2;;;;82.400;82.400;;;;X;X;X;;X;;92;X;X;;X;2.791.673;2.790.400;14;4
4-Outro;UF;23;Ceara;8;De 50.001 a 100.000;2;2;;;;;2;2;1;1;;1;1;;;;2;;;;;;;;;;2;;;2;2;X;X;;;;;;;;;;X;;X;;;X;X;X;
4-Outro;UF;23;Ceara;9;De 100.001 e mais;2;2;;1;;;2;2;;2;;;;;;;1;1;1;;;;;;;;2;;;1;1;X;X;X;X;;;;X;;X;;X;;;;X;X;;X;
4-Outro;UF;23;Ceara;10;Total;188.972;188.071;25.522;164.230;3;161.198;27.774;20.965;18.564;1.505;439;52;57;291;97;507;158;111;108;5;1.553;25.057;438;8;104.501;148.522;40.450;135.188;1;31;149;5.185.321;451.924;37.805;324.253;20;1.481.340;24.957.649;72.246.281;442;503.784.334;2.952;3.165.100;85.990;115.095;304.410;299.668;1.755.874.159;712.475.376;478.196;414.192
4-Outro;UF;24;Rio Grande do Norte;0;Sem galinaceos em 30.09.2017;191;;155;191;;125;66;46;17;8;2;;1;;5;15;;;;;4;30;;;112;151;40;133;;;1;;;;;;5.060;95.529;21.599;;138.060;;4.619;58;481;565;174;2.764.133;1.904.480;593;472
4-Outro;UF;24;Rio Grande do Norte;1;De 1 a 100;30.365;30.365;4.427;25.012;;21.694;8.671;4.924;2.968;1.453;235;40;28;31;140;346;;;;;581;5.700;27;1;18.524;24.918;5.447;22.816;3;17;89;815.090;;;;;105.577;2.288.135;4.237.158;;27.914.582;;1.196.700;27.464;21.555;100.938;98.839;513.506.773;375.370.454;93.902;74.178
4-Outro;UF;24;Rio Grande do Norte;2;De 101 a 200;376;376;117;324;;186;190;96;40;49;;2;;;7;7;;;;;13;69;;;204;264;112;292;;;3;57.094;;;;;12.251;242.055;190.780;;1.322.438;;36.541;1.029;427;2.147;2.172;21.882.118;17.434.353;1.454;910
4-Outro;UF;24;Rio Grande do Norte;3;De 201 a 500;40;40;13;28;1;16;24;17;6;9;1;;;1;1;;34;27;30;2;1;5;;;19;27;13;24;;1;2;12.625;7.794;690;4.135;X;10.900;212.686;26.206;X;182.977;X;4.835;538;279;246;291;2.779.142;2.216.494;177;108
4-Outro;UF;24;Rio Grande do Norte;4;De 501 a 1.000;9;9;5;5;;2;7;2;;1;;;;;1;;8;3;5;;;2;;;5;6;3;8;;;;7.400;5.787;X;1.260;;8.110;84.560;617;;3.518;;847;;;69;83;478.506;426.102;24;16
4-Outro;UF;24;Rio Grande do Norte;5;De 1.001 a 5.000;3;3;1;2;;1;2;3;1;2;;;;;;;3;1;1;;;1;;;1;2;1;2;;;;8.700;8.636;X;X;;X;X;X;;X;;112;;X;10;;111.094;89.524;13;9
4-Outro;UF;24;Rio Grande do Norte;6;De 5.001 a 10.000;2;2;1;1;;;2;2;;1;;;;;;1;2;;1;;;1;;;;1;1;;;;1;X;X;;X;;X;X;X;;X;;X;;;X;;X;X;X;X
4-Outro;UF;24;Rio Grande do Norte;7;De 10.001 a 50.000;2;2;;;;;2;2;;1;;;1;;;;2;;;;;;;;;;2;1;;1;2;X;X;;;;;;;;;;X;X;X;X;X;X;X;X;X
4-Outro;UF;24;Rio Grande do Norte;8;De 50.001 a 100.000;1;1;1;1;;;1;1;;1;;;;;1;1;1;;1;;;1;;;;;1;;;1;1;X;X;;X;;X;X;X;;X;;X;X;;;X;X;X;X;
4-Outro;UF;24;Rio Grande do Norte;9;De 100.001 e mais;2;2;;1;;;2;2;;2;;;;;;;1;;1;;;1;;;;;2;2;;;1;X;X;;X;;;;X;;X;;X;X;;;X;X;X;X;X
4-Outro;UF;24;Rio Grande do Norte;10;Total;30.991;30.800;4.720;25.565;1;22.024;8.967;5.095;3.032;1.527;238;42;30;32;155;370;51;31;39;2;599;5.810;27;1;18.865;25.369;5.622;23.278;3;20;100;1.713.090;236.217;1.067;603.616;X;193.148;3.160.465;18.730.648;X;129.943.432;X;1.244.887;29.807;22.751;103.979;101.717;644.286.615;398.543.988;96.396;75.700
4-Outro;UF;25;Paraiba;0;Sem galinaceos em 30.09.2017;510;;412;510;;402;108;101;82;9;4;;1;1;1;6;;;;;2;93;1;;281;365;145;310;;;;;;;;;9.276;187.030;28.889;;180.860;;5.921;156;66;646;633;2.508.675;1.732.959;1.241;1.137
4-Outro;UF;25;Paraiba;1;De 1 a 100;81.324;81.324;11.527;68.381;;64.453;16.871;14.448;11.377;2.293;638;72;15;218;52;519;;;;;1.316;14.459;227;19;39.747;63.763;17.561;53.906;;9;87;1.688.563;;;;;546.698;4.534.239;4.830.946;;31.436.567;;1.477.037;65.019;16.247;130.119;121.812;611.049.547;401.961.154;211.314;186.894
4-Outro;UF;25;Paraiba;2;De 101 a 200;398;398;151;339;;236;162;104;64;43;2;;1;2;;2;;;;;13;90;1;;189;265;133;286;;1;5;60.356;;;;;32.061;649.100;145.774;;1.082.068;;23.155;1.327;223;2.358;1.791;14.134.168;11.269.665;1.652;966
4-Outro;UF;25;Paraiba;3;De 201 a 500;73;73;33;51;3;27;46;23;18;5;1;;1;;;1;68;42;47;7;7;21;;;41;49;24;45;;;1;23.294;18.573;1.158;3.530;X;23.660;381.160;18.056;2.060;111.822;15.480;3.888;99;25;181;199;2.231.178;1.879.809;265;163
4-Outro;UF;25;Paraiba;4;De 501 a 1.000;18;18;8;13;;8;10;5;5;;;;;;;;17;9;10;;1;6;;;10;15;3;11;;;;X;X;100;1.182;;12.610;134.650;4.477;;35.390;;1.659;113;1;73;310;530.920;448.561;64;44
4-Outro;UF;25;Paraiba;5;De 1.001 a 5.000;13;13;5;5;;2;11;8;3;4;;1;;;;1;9;5;7;;;4;;;7;8;5;8;;1;2;31.068;24.340;529;6.199;;27.700;409.400;8.748;;5.634;;247;4;4;39;16;544.753;533.575;53;27
4-Outro;UF;25;Paraiba;6;De 5.001 a 10.000;5;5;1;1;;1;4;2;1;1;1;1;;;;;5;;;1;2;2;;;3;2;3;4;;;1;40.003;40.000;;;X;X;X;X;;X;;X;;;13;X;X;X;X;9
4-Outro;UF;25;Paraiba;7;De 10.001 a 50.000;7;7;3;4;;1;6;6;2;1;;4;1;;;;7;3;4;;1;3;1;;3;2;5;6;;;;151.135;151.009;9;X;;291.500;166.500;339;;2.629;;279;;20;47;;375.475;360.703;34;13
4-Outro;UF;25;Paraiba;8;De 50.001 a 100.000;3;3;;;;;3;2;;2;;;;;;;3;;;;;;;;;;3;3;;;;221.953;221.953;;;;;;;;;;954;400;10;X;;1.809.000;1.770.600;51;X
4-Outro;UF;25;Paraiba;9;De 100.001 e mais;2;2;1;1;;;2;1;;;1;;;;;;2;;1;;;;;;;;2;2;;;1;X;X;;X;;X;X;X;;X;;X;;;X;X;X;X;X;X
4-Outro;UF;25;Paraiba;10;Total;82.353;81.843;12.141;69.305;3;65.130;17.223;14.700;11.552;2.358;647;78;19;221;53;529;111;59;69;8;1.342;14.678;230;19;40.281;64.469;17.884;54.581;;11;97;3.132.199;902.768;1.796;478.680;36;1.287.560;6.794.934;19.136.591;2.060;46.954.391;15.480;1.514.522;67.118;16.597;134.178;124.845;650.575.746;423.241.932;214.956;189.263
4-Outro;UF;26;Pernambuco;0;Sem galinaceos em 30.09.2017;509;;361;509;;365;144;35;21;8;1;1;1;1;;3;;;;;8;73;2;;194;410;99;353;;;2;;;;;;X;162.950;52.067;;315.490;;3.861;234;102;664;495;4.308.542;3.316.006;1.338;1.163
